Shipping Key,Ship Mode,Shipping Cost
315903,Same Day,4.58
315904,Standard Class,4.57
315905,Same Day,4.57
315906,Second Class,4.57
315907,First Class,4.57
315908,Standard Class,4.56
315909,First Class,4.56
315910,Second Class,4.56
315911,Standard Class,4.55
315912,Second Class,4.55
315913,First Class,4.55
315914,Standard Class,4.54
315915,First Class,4.54
315916,Second Class,4.54
315917,Standard Class,4.53
315918,Second Class,4.53
315919,First Class,4.53
315920,Standard Class,4.52
315921,Second Class,4.52
315922,First Class,4.52
315923,Same Day,4.52
315924,First Class,4.51
315925,Standard Class,4.51
315926,Second Class,4.51
315927,First Class,4.5
315928,Standard Class,4.5
315929,Second Class,4.5
315930,Same Day,4.5
315931,Standard Class,4.49
315932,Second Class,4.49
315933,First Class,4.49
315934,Same Day,4.49
315935,Standard Class,4.48
315936,Same Day,4.48
315937,Second Class,4.48
315938,First Class,4.48
315939,Second Class,4.47
315940,Standard Class,4.47
315941,Same Day,4.47
315942,First Class,4.47
315943,Standard Class,4.46
315944,Second Class,4.46
315945,First Class,4.46
315946,Second Class,4.45
315947,Standard Class,4.45
315948,First Class,4.45
315949,Same Day,4.45
315950,Standard Class,4.44
315951,Same Day,4.44
315952,Second Class,4.44
315953,First Class,4.44
315954,Standard Class,4.43
315955,First Class,4.43
315956,Second Class,4.43
315957,Same Day,4.42
315958,Standard Class,4.42
315959,Second Class,4.42
315960,Standard Class,4.41
315961,Second Class,4.41
315962,First Class,4.41
315963,Same Day,4.41
315964,Standard Class,4.4
315965,First Class,4.4
315966,Second Class,4.4
315967,Same Day,4.4
315968,Second Class,4.39
315969,Standard Class,4.39
315970,First Class,4.39
315971,Same Day,4.39
315972,Standard Class,4.38
315973,First Class,4.38
315974,Second Class,4.38
315975,Same Day,4.38
315976,Standard Class,4.37
315977,First Class,4.37
315978,Second Class,4.37
315979,Same Day,4.36
315980,Standard Class,4.36
315981,Second Class,4.36
315982,First Class,4.36
315983,Standard Class,4.35
315984,Second Class,4.35
315985,First Class,4.35
315986,Standard Class,4.34
315987,Second Class,4.34
315988,First Class,4.34
315989,Same Day,4.34
315990,Standard Class,4.33
315991,Second Class,4.33
315992,First Class,4.33
315993,Second Class,4.32
315994,Standard Class,4.32
315995,First Class,4.32
315996,Same Day,4.32
315997,Same Day,4.31
315998,First Class,4.31
315999,Standard Class,4.31
316000,Second Class,4.31
316001,Standard Class,4.3
316002,First Class,4.3
316003,Second Class,4.3
316004,Same Day,4.3
316005,Standard Class,4.29
316006,Second Class,4.29
316007,First Class,4.29
316008,Same Day,4.29
316009,Second Class,4.28
316010,Standard Class,4.28
316011,First Class,4.28
316012,First Class,4.27
316013,Standard Class,4.27
316014,Second Class,4.27
316015,Same Day,4.27
316016,Standard Class,4.26
316017,First Class,4.26
316018,Second Class,4.26
316019,Same Day,4.26
316020,Standard Class,4.25
316021,First Class,4.25
316022,Second Class,4.25
316023,Same Day,4.25
316024,First Class,4.24
316025,Standard Class,4.24
316026,Second Class,4.24
316027,Standard Class,4.23
316028,Second Class,4.23
316029,First Class,4.23
316030,Same Day,4.23
316031,First Class,4.22
316032,Standard Class,4.22
316033,Second Class,4.22
316034,Same Day,4.22
316035,Standard Class,4.21
316036,Second Class,4.21
316037,First Class,4.21
316038,Same Day,4.21
316039,First Class,4.2
316040,Standard Class,4.2
316041,Second Class,4.2
316042,Same Day,4.2
316043,Standard Class,4.19
316044,Second Class,4.19
316045,First Class,4.19
316046,Same Day,4.18
316047,Standard Class,4.18
316048,Second Class,4.18
316049,First Class,4.18
316050,First Class,4.17
316051,Standard Class,4.17
316052,Second Class,4.17
316053,Same Day,4.17
316054,Second Class,4.16
316055,Standard Class,4.16
316056,First Class,4.16
316057,Same Day,4.16
316058,Standard Class,4.15
316059,Second Class,4.15
316060,First Class,4.15
316061,Standard Class,4.14
316062,Second Class,4.14
316063,First Class,4.14
316064,Second Class,4.13
316065,Standard Class,4.13
316066,First Class,4.13
316067,Second Class,4.12
316068,Standard Class,4.12
316069,Same Day,4.12
316070,First Class,4.12
316071,Standard Class,4.11
316072,First Class,4.11
316073,Second Class,4.11
316074,Second Class,4.1
316075,Standard Class,4.1
316076,First Class,4.1
316077,Same Day,4.1
316078,Standard Class,4.09
316079,Second Class,4.09
316080,First Class,4.09
316081,Same Day,4.09
316082,Standard Class,4.08
316083,First Class,4.08
316084,Second Class,4.08
316085,Standard Class,4.07
316086,First Class,4.07
316087,Second Class,4.07
316088,Same Day,4.07
316089,Second Class,4.06
316090,Standard Class,4.06
316091,First Class,4.06
316092,Standard Class,4.05
316093,Same Day,4.05
316094,Second Class,4.05
316095,First Class,4.05
316096,Standard Class,4.04
316097,Second Class,4.04
316098,First Class,4.04
316099,First Class,4.03
316100,Standard Class,4.03
316101,Second Class,4.03
316102,Same Day,4.03
316103,Standard Class,4.02
316104,First Class,4.02
316105,Second Class,4.02
316106,Same Day,4.02
316107,Standard Class,4.01
316108,First Class,4.01
316109,Second Class,4.01
316110,Standard Class,4.0
316111,First Class,4.0
316112,Second Class,4.0
316113,Same Day,4.0
316114,First Class,3.99
316115,Standard Class,3.99
316116,Second Class,3.99
316117,Same Day,3.99
316118,Standard Class,3.98
316119,Second Class,3.98
316120,Same Day,3.98
316121,First Class,3.98
316122,Second Class,3.97
316123,Standard Class,3.97
316124,First Class,3.97
316125,Same Day,3.97
316126,Standard Class,3.96
316127,First Class,3.96
316128,Second Class,3.96
316129,Standard Class,3.95
316130,Second Class,3.95
316131,First Class,3.95
316132,Standard Class,3.94
316133,Second Class,3.94
316134,Same Day,3.94
316135,First Class,3.94
316136,Standard Class,3.93
316137,First Class,3.93
316138,Second Class,3.93
316139,First Class,3.92
316140,Standard Class,3.92
316141,Second Class,3.92
316142,Standard Class,3.91
316143,Second Class,3.91
316144,First Class,3.91
316145,Same Day,3.91
316146,Standard Class,3.9
316147,Second Class,3.9
316148,First Class,3.9
316149,Same Day,3.9
316150,Second Class,3.89
316151,Standard Class,3.89
316152,Same Day,3.89
316153,First Class,3.89
316154,Standard Class,3.88
316155,Second Class,3.88
316156,First Class,3.88
316157,Same Day,3.88
316158,Standard Class,3.87
316159,Second Class,3.87
316160,First Class,3.87
316161,Standard Class,3.86
316162,Second Class,3.86
316163,First Class,3.86
316164,Same Day,3.86
316165,First Class,3.85
316166,Second Class,3.85
316167,Standard Class,3.85
316168,Same Day,3.85
316169,Second Class,3.84
316170,First Class,3.84
316171,Standard Class,3.84
316172,Same Day,3.84
316173,Same Day,3.83
316174,Second Class,3.83
316175,Standard Class,3.83
316176,First Class,3.83
316177,Standard Class,3.82
316178,First Class,3.82
316179,Second Class,3.82
316180,Same Day,3.82
316181,Standard Class,3.81
316182,First Class,3.81
316183,Second Class,3.81
316184,Same Day,3.81
316185,Standard Class,3.8
316186,Second Class,3.8
316187,First Class,3.8
316188,Same Day,3.8
316189,Standard Class,3.79
316190,Second Class,3.79
316191,Same Day,3.79
316192,First Class,3.79
316193,Standard Class,3.78
316194,Second Class,3.78
316195,Same Day,3.78
316196,First Class,3.78
316197,Standard Class,3.77
316198,Second Class,3.77
316199,First Class,3.77
316200,Same Day,3.77
316201,Standard Class,3.76
316202,First Class,3.76
316203,Same Day,3.76
316204,Second Class,3.76
316205,First Class,3.75
316206,Standard Class,3.75
316207,Second Class,3.75
316208,Standard Class,3.74
316209,Second Class,3.74
316210,Same Day,3.74
316211,First Class,3.74
316212,Standard Class,3.73
316213,Second Class,3.73
316214,Same Day,3.73
316215,First Class,3.73
316216,Standard Class,3.72
316217,Same Day,3.72
316218,First Class,3.72
316219,Second Class,3.72
316220,First Class,3.71
316221,Standard Class,3.71
316222,Second Class,3.71
316223,Same Day,3.71
316224,Standard Class,3.7
316225,Same Day,3.7
316226,Second Class,3.7
316227,First Class,3.7
316228,Standard Class,3.69
316229,Same Day,3.69
316230,Second Class,3.69
316231,First Class,3.68
316232,Standard Class,3.68
316233,Second Class,3.68
316234,Same Day,3.68
316235,Standard Class,3.67
316236,Second Class,3.67
316237,First Class,3.67
316238,Same Day,3.67
316239,Standard Class,3.66
316240,First Class,3.66
316241,Second Class,3.66
316242,Same Day,3.66
316243,Standard Class,3.65
316244,First Class,3.65
316245,Second Class,3.65
316246,Same Day,3.65
316247,Standard Class,3.64
316248,First Class,3.64
316249,Second Class,3.64
316250,Standard Class,3.63
316251,Second Class,3.63
316252,First Class,3.63
316253,Same Day,3.63
316254,Standard Class,3.62
316255,First Class,3.62
316256,Same Day,3.62
316257,Second Class,3.62
316258,Standard Class,3.61
316259,Second Class,3.61
316260,First Class,3.61
316261,Same Day,3.61
316262,Second Class,3.6
316263,Standard Class,3.6
316264,Same Day,3.6
316265,First Class,3.6
316266,Standard Class,3.59
316267,Second Class,3.59
316268,Same Day,3.59
316269,First Class,3.59
316270,Second Class,3.58
316271,Standard Class,3.58
316272,Standard Class,3.57
316273,Second Class,3.57
316274,Same Day,3.57
316275,First Class,3.57
316276,Standard Class,3.56
316277,Second Class,3.56
316278,First Class,3.56
316279,Second Class,3.55
316280,Standard Class,3.55
316281,First Class,3.55
316282,Same Day,3.55
316283,Standard Class,3.54
316284,First Class,3.54
316285,Second Class,3.54
316286,Same Day,3.54
316287,Standard Class,3.53
316288,First Class,3.53
316289,Second Class,3.53
316290,Same Day,3.53
316291,Standard Class,3.52
316292,First Class,3.52
316293,Second Class,3.52
316294,Same Day,3.52
316295,Standard Class,3.51
316296,First Class,3.51
316297,Same Day,3.51
316298,Second Class,3.51
316299,Standard Class,3.5
316300,Second Class,3.5
316301,First Class,3.5
316302,Same Day,3.5
316303,Second Class,3.49
316304,Standard Class,3.49
316305,Same Day,3.49
316306,First Class,3.49
316307,Standard Class,3.48
316308,First Class,3.48
316309,Second Class,3.48
316310,Same Day,3.48
316311,First Class,3.47
316312,Standard Class,3.47
316313,Second Class,3.47
316314,Same Day,3.47
316315,Standard Class,3.46
316316,First Class,3.46
316317,Second Class,3.46
316318,Same Day,3.46
316319,Standard Class,3.45
316320,First Class,3.45
316321,Second Class,3.45
316322,Same Day,3.45
316323,Standard Class,3.44
316324,First Class,3.44
316325,Second Class,3.44
316326,Same Day,3.43
316327,Standard Class,3.43
316328,First Class,3.43
316329,Second Class,3.43
316330,Standard Class,3.42
316331,Second Class,3.42
316332,First Class,3.42
316333,Same Day,3.42
316334,Standard Class,3.41
316335,First Class,3.41
316336,Second Class,3.41
316337,Standard Class,3.4
316338,Second Class,3.4
316339,First Class,3.4
316340,Same Day,3.4
316341,Same Day,3.39
316342,Standard Class,3.39
316343,Second Class,3.39
316344,First Class,3.39
316345,Standard Class,3.38
316346,Second Class,3.38
316347,First Class,3.38
316348,Standard Class,3.37
316349,Second Class,3.37
316350,First Class,3.37
316351,Standard Class,3.36
316352,First Class,3.36
316353,Same Day,3.36
316354,Second Class,3.36
316355,Standard Class,3.35
316356,Second Class,3.35
316357,Same Day,3.35
316358,First Class,3.35
316359,Standard Class,3.34
316360,Second Class,3.34
316361,First Class,3.34
316362,Standard Class,3.33
316363,Second Class,3.33
316364,First Class,3.33
316365,Standard Class,3.32
316366,Second Class,3.32
316367,First Class,3.32
316368,Same Day,3.32
316369,Standard Class,3.31
316370,Second Class,3.31
316371,First Class,3.31
316372,Same Day,3.31
316373,First Class,3.3
316374,Second Class,3.3
316375,Standard Class,3.3
316376,Standard Class,3.29
316377,Same Day,3.29
316378,Second Class,3.29
316379,First Class,3.29
316380,Standard Class,3.28
316381,First Class,3.28
316382,Second Class,3.28
316383,Same Day,3.28
316384,Standard Class,3.27
316385,Second Class,3.27
316386,First Class,3.27
316387,Same Day,3.27
316388,Standard Class,3.26
316389,First Class,3.26
316390,Second Class,3.26
316391,Same Day,3.26
316392,Standard Class,3.25
316393,Second Class,3.25
316394,First Class,3.25
316395,Same Day,3.25
316396,Standard Class,3.24
316397,Second Class,3.24
316398,First Class,3.24
316399,Standard Class,3.23
316400,Second Class,3.23
316401,First Class,3.23
316402,Same Day,3.23
316403,Standard Class,3.22
316404,First Class,3.22
316405,Second Class,3.22
316406,Standard Class,3.21
316407,Second Class,3.21
316408,Same Day,3.21
316409,First Class,3.21
316410,Second Class,3.2
316411,Standard Class,3.2
316412,Same Day,3.2
316413,First Class,3.2
316414,Same Day,3.19
316415,First Class,3.19
316416,Standard Class,3.19
316417,Second Class,3.19
316418,Standard Class,3.18
316419,First Class,3.18
316420,Second Class,3.18
316421,Same Day,3.18
316422,Standard Class,3.17
316423,Second Class,3.17
316424,First Class,3.17
316425,Same Day,3.17
316426,Standard Class,3.16
316427,Second Class,3.16
316428,First Class,3.16
316429,Standard Class,3.15
316430,Same Day,3.15
316431,Second Class,3.15
316432,First Class,3.15
316433,Standard Class,3.14
316434,Second Class,3.14
316435,First Class,3.14
316436,Second Class,3.13
316437,Standard Class,3.13
316438,First Class,3.13
316439,Same Day,3.13
316440,Standard Class,3.12
316441,Second Class,3.12
316442,First Class,3.12
316443,Same Day,3.12
316444,Second Class,3.11
316445,Standard Class,3.11
316446,First Class,3.11
316447,Same Day,3.11
316448,Standard Class,3.1
316449,Second Class,3.1
316450,First Class,3.1
316451,Same Day,3.1
316452,First Class,3.09
316453,Standard Class,3.09
316454,Second Class,3.09
316455,Same Day,3.09
316456,Standard Class,3.08
316457,Same Day,3.08
316458,Second Class,3.08
316459,First Class,3.08
316460,First Class,3.07
316461,Second Class,3.07
316462,Standard Class,3.07
316463,Standard Class,3.06
316464,First Class,3.06
316465,Second Class,3.06
316466,Same Day,3.06
316467,Standard Class,3.05
316468,Same Day,3.05
316469,Second Class,3.05
316470,First Class,3.05
316471,Second Class,3.04
316472,Standard Class,3.04
316473,First Class,3.04
316474,Same Day,3.04
316475,Standard Class,3.03
316476,Second Class,3.03
316477,First Class,3.03
316478,Same Day,3.03
316479,Second Class,3.02
316480,Standard Class,3.02
316481,First Class,3.02
316482,First Class,3.01
316483,Standard Class,3.01
316484,Second Class,3.01
316485,Same Day,3.01
316486,Standard Class,3.0
316487,Second Class,3.0
316488,First Class,3.0
316489,Same Day,3.0
316490,Standard Class,2.99
316491,Same Day,2.99
316492,Second Class,2.99
316493,First Class,2.99
316494,Standard Class,2.98
316495,First Class,2.98
316496,Second Class,2.98
316497,Same Day,2.98
316498,First Class,2.97
316499,Standard Class,2.97
316500,Second Class,2.97
316501,Same Day,2.97
316502,First Class,2.96
316503,Second Class,2.96
316504,Standard Class,2.96
316505,Same Day,2.96
316506,Standard Class,2.95
316507,Second Class,2.95
316508,First Class,2.95
316509,Standard Class,2.94
316510,Second Class,2.94
316511,Same Day,2.94
316512,First Class,2.94
316513,Standard Class,2.93
316514,Second Class,2.93
316515,First Class,2.93
316516,Standard Class,2.92
316517,First Class,2.92
316518,Second Class,2.92
316519,Same Day,2.92
316520,Standard Class,2.91
316521,Second Class,2.91
316522,First Class,2.91
316523,Standard Class,2.9
316524,First Class,2.9
316525,Second Class,2.9
316526,Same Day,2.9
316527,Standard Class,2.89
316528,Second Class,2.89
316529,First Class,2.89
316530,Same Day,2.89
316531,Second Class,2.88
316532,Standard Class,2.88
316533,First Class,2.88
316534,Same Day,2.88
316535,First Class,2.87
316536,Second Class,2.87
316537,Standard Class,2.87
316538,Same Day,2.87
316539,Standard Class,2.86
316540,Second Class,2.86
316541,First Class,2.86
316542,Same Day,2.86
316543,Standard Class,2.85
316544,Same Day,2.85
316545,Second Class,2.85
316546,First Class,2.85
316547,Standard Class,2.84
316548,Second Class,2.84
316549,First Class,2.84
316550,Standard Class,2.83
316551,Second Class,2.83
316552,First Class,2.83
316553,Same Day,2.83
316554,First Class,2.82
316555,Standard Class,2.82
316556,Second Class,2.82
316557,Same Day,2.82
316558,First Class,2.81
316559,Standard Class,2.81
316560,Second Class,2.81
316561,Same Day,2.81
316562,Standard Class,2.8
316563,Same Day,2.8
316564,Second Class,2.8
316565,First Class,2.8
316566,Second Class,2.79
316567,Standard Class,2.79
316568,First Class,2.79
316569,Standard Class,2.78
316570,Second Class,2.78
316571,First Class,2.78
316572,Same Day,2.78
316573,Second Class,2.77
316574,Standard Class,2.77
316575,First Class,2.77
316576,Same Day,2.77
316577,Standard Class,2.76
316578,Second Class,2.76
316579,First Class,2.76
